STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1998,,40353.042,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1999,,41270.33,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2000,,42222.739,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2001,,43998.165,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2002,,44536.454,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2003,,45916.697,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2004,,47567.179,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2005,,49547.812,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2006,,49940.883,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2007,,51412.588,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2008,,53698.351,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2009,,58931.1,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2010,,59183.501,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2011,,58334.304,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2012,,57834.959,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2013,,56547.671,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2014,,56068.79,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2015,,56053.567,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2016,,56787.032,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2017,,57476.602,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2018,,58274.287,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2019,,59191.318,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2020,,60100.908,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2021,,59529.541,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2022,,57347.009,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2023,,55754.459,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2024,,55591.307,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1990,,33696.063,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1991,,33979.148,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1992,,33946.252,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1993,,33423.368,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1994,,32990.554,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1995,,32268.3,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1996,,32523.253,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1997,,33457.013,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1998,,33563.669,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1999,,33945.686,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2000,,33939.423,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2001,,34178.044,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2002,,33935.749,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2003,,33845.644,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2004,,34488.989,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2005,,34957.975,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2006,,35179.315,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2007,,35161.073,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2008,,35113.903,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2009,,35382.896,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2010,,35685.267,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2011,,35115.967,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2012,,34001.344,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2013,,34112.556,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2014,,34245.32,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2015,,34541.715,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2016,,34817.994,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2017,,34595.128,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2018,,34634.246,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2019,,34806.876,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2020,,33145.942,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2021,,34641.241,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2022,,33752.774,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2023,,32820.224,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2024,,33148.002,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1996,,7191.928,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1997,,7530.623,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1998,,7760.038,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1999,,8078.791,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2000,,8502.811,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2001,,8779.662,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2002,,8512.566,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2003,,9121.031,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2004,,9915.414,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2005,,11533.355,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2006,,12717.103,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2007,,15679.172,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2008,,16173.957,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2009,,14604.522,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2010,,14041.193,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2011,,13552.237,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2012,,14100.243,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2013,,14777.52,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2014,,15768.57,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2015,,17096.59,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2016,,18109.231,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2017,,18755.796,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2018,,19445.403,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2019,,20242.005,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2020,,21039.227,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2021,,22131.326,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2022,,21945.152,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2023,,23035.959,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2024,,24829.559,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LTU,Lithuania,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1995,,7367.026,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LTU,Lithuania,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1996,,8205.086,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LTU,Lithuania,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1997,,9078.953,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LTU,Lithuania,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,1998,,9909.304,,2024,,A,Normal value,0,Units,0,Zero
